ItemNo,Description,ProductCode,ColourCode,ColourDesc,SizeCode,SizeDesc,Weight,Category,Stock,StockLevel,StockDueDate,EAN,Stock in 7 Days,Stock in 30 Days
106NYSM,UC106 - Navy - Small - 220GSM Ladies Poloshirt,UC106,NY,Navy,S,Small,0,POLOSHIRT,982,982,,5055682004230,0,1020
106NYXL,UC106 - Navy - XL - 220GSM Ladies Poloshirt,UC106,NY,Navy,XL,X Large,0,POLOSHIRT,0,0,11/01/2022,5055682004261,0,1020
106NYXS,UC106 - Navy - XS - 220GSM Ladies Poloshirt,UC106,NY,Navy,XS,Xtra Small,0,POLOSHIRT,566,566,,5055682004223,0,180
106OR2XL,UC106 - Orange - XXL - 220GSM Ladies Poloshirt,UC106,OR,Orange,2XL,XX Large,0,POLOSHIRT,223,223,,5055682004353,,
106OR3XL,UC106 - Orange - 3XL - 220GSM Ladies Poloshirt,UC106,OR,Orange,3XL,XXXL Large,0,POLOSHIRT,246,246,,5055682004360,,
106OR4XL,UC106 - Orange - 4XL - 220GSM Ladies Poloshirt,UC106,OR,Orange,4XL,XXXXL Large,0,POLOSHIRT,375,375,,5055682004377,,
106ORLR,UC106 - Orange - Large - 220GSM Ladies Poloshirt,UC106,OR,Orange,L,Large,0,POLOSHIRT,1000,1000,,5055682004339,,
106ORMD,UC106 - Orange - Med - 220GSM Ladies Poloshirt,UC106,OR,Orange,M,Medium,0,POLOSHIRT,1000,1000,,5055682004322,,
106ORSM,UC106 - Orange - Small - 220GSM Ladies Poloshirt,UC106,OR,Orange,S,Small,0,POLOSHIRT,1000,1000,,5055682004315,,
106ORXL,UC106 - Orange - XL - 220GSM Ladies Poloshirt,UC106,OR,Orange,XL,X Large,0,POLOSHIRT,489,489,,5055682004346,,
106ORXS,UC106 - Orange - XS - 220GSM Ladies Poloshirt,UC106,OR,Orange,XS,Xtra Small,0,POLOSHIRT,618,618,,5055682004308,,
106PI2XL,UC106 - Pink - XXL - 220GSM Ladies Poloshirt,UC106,PI,Pink,2XL,XX Large,0,POLOSHIRT,216,216,,5055682004438,,
106PI3XL,UC106 - Pink - 3XL - 220GSM Ladies Poloshirt,UC106,PI,Pink,3XL,XXXL Large,0,POLOSHIRT,0,0,28/01/2022,5055682004445,,
106PI4XL,UC106 - Pink - 4XL - 220GSM Ladies Poloshirt,UC106,PI,Pink,4XL,XXXXL Large,0,POLOSHIRT,182,182,,5055682004452,,
106PILR,UC106 - Pink - Large - 220GSM Ladies Poloshirt,UC106,PI,Pink,L,Large,0,POLOSHIRT,1000,1000,,5055682004414,,
106PIMD,UC106 - Pink - Med - 220GSM Ladies Poloshirt,UC106,PI,Pink,M,Medium,0,POLOSHIRT,40,40,,5055682004407,,
106PISM,UC106 - Pink - Small - 220GSM Ladies Poloshirt,UC106,PI,Pink,S,Small,0,POLOSHIRT,106,106,,5055682004391,,
106PIXL,UC106 - Pink - XL - 220GSM Ladies Poloshirt,UC106,PI,Pink,XL,X Large,0,POLOSHIRT,439,439,,5055682004421,,
106PIXS,UC106 - Pink - XS - 220GSM Ladies Poloshirt,UC106,PI,Pink,XS,Xtra Small,0,POLOSHIRT,265,265,,5055682004384,,
106PR2XL,UC106 - Purple - XXL - 220GSM Ladies Poloshirt,UC106,PR,Purple,2XL,XX Large,0,POLOSHIRT,248,248,,5055682004513,,
106PR3XL,UC106 - Purple - 3XL - 220GSM Ladies Poloshirt,UC106,PR,Purple,3XL,XXXL Large,0,POLOSHIRT,255,255,,5055682004520,,
106PR4XL,UC106 - Purple - 4XL - 220GSM Ladies Poloshirt,UC106,PR,Purple,4XL,XXXXL Large,0,POLOSHIRT,88,88,,5055682004537,,
106PRLR,UC106 - Purple - Large - 220GSM Ladies Poloshirt,UC106,PR,Purple,L,Large,0,POLOSHIRT,305,305,,5055682004490,0,240
106PRMD,UC106 - Purple - Med - 220GSM Ladies Poloshirt,UC106,PR,Purple,M,Medium,0,POLOSHIRT,275,275,,5055682004483,0,300
106PRSM,UC106 - Purple - Small - 220GSM Ladies Poloshirt,UC106,PR,Purple,S,Small,0,POLOSHIRT,200,200,,5055682004476,0,120
106PRXL,UC106 - Purple - XL - 220GSM Ladies Poloshirt,UC106,PR,Purple,XL,X Large,0,POLOSHIRT,0,0,19/01/2022,5055682004506,0,50
106PRXS,UC106 - Purple - XS - 220GSM Ladies Poloshirt,UC106,PR,Purple,XS,Xtra Small,0,POLOSHIRT,72,72,,5055682004469,0,240
106RD2XL,UC106 - Red - XXL - 220GSM Ladies Poloshirt,UC106,RD,Red,2XL,XX Large,0,POLOSHIRT,228,228,,5055682004599,,
106RD3XL,UC106 - Red - 3XL - 220GSM Ladies Poloshirt,UC106,RD,Red,3XL,XXXL Large,0,POLOSHIRT,111,111,,5055682004605,0,60
106RD4XL,UC106 - Red - 4XL - 220GSM Ladies Poloshirt,UC106,RD,Red,4XL,XXXXL Large,0,POLOSHIRT,0,0,26/01/2022,5055682004612,,
106RDLR,UC106 - Red - Large - 220GSM Ladies Poloshirt,UC106,RD,Red,L,Large,0,POLOSHIRT,559,559,,5055682004575,0,120
106RDMD,UC106 - Red - Med - 220GSM Ladies Poloshirt,UC106,RD,Red,M,Medium,0,POLOSHIRT,1000,1000,,5055682004568,0,360
106RDSM,UC106 - Red - Small - 220GSM Ladies Poloshirt,UC106,RD,Red,S,Small,0,POLOSHIRT,1000,1000,,5055682004551,,
106RDXL,UC106 - Red - XL - 220GSM Ladies Poloshirt,UC106,RD,Red,XL,X Large,0,POLOSHIRT,234,234,,5055682004582,,
106RDXS,UC106 - Red - XS - 220GSM Ladies Poloshirt,UC106,RD,Red,XS,Xtra Small,0,POLOSHIRT,226,226,,5055682004544,,
106RY2XL,UC106 - Royal - XXL - 220GSM Ladies Poloshirt,UC106,RY,Royal,2XL,XX Large,0,POLOSHIRT,505,505,,5055682004674,,
106RY3XL,UC106 - Royal - 3XL - 220GSM Ladies Poloshirt,UC106,RY,Royal,3XL,XXXL Large,0,POLOSHIRT,433,433,,5055682004681,,
106RY4XL,UC106 - Royal - 4XL - 220GSM Ladies Poloshirt,UC106,RY,Royal,4XL,XXXXL Large,0,POLOSHIRT,22,22,,5055682004698,,
106RYLR,UC106 - Royal - Large - 220GSM Ladies Poloshirt,UC106,RY,Royal,L,Large,0,POLOSHIRT,780,780,,5055682004650,0,60
106RYMD,UC106 - Royal - Med - 220GSM Ladies Poloshirt,UC106,RY,Royal,M,Medium,0,POLOSHIRT,588,588,,5055682004643,0,600
106RYSM,UC106 - Royal - Small - 220GSM Ladies Poloshirt,UC106,RY,Royal,S,Small,0,POLOSHIRT,0,0,12/01/2022,5055682004636,0,250
106RYXL,UC106 - Royal - XL - 220GSM Ladies Poloshirt,UC106,RY,Royal,XL,X Large,0,POLOSHIRT,206,206,,5055682004667,0,60
106RYXS,UC106 - Royal - XS - 220GSM Ladies Poloshirt,UC106,RY,Royal,XS,Xtra Small,0,POLOSHIRT,86,86,,5055682004629,0,120
106SK2XL,UC106 - Sky - XXL - 220GSM Ladies Poloshirt,UC106,SK,Sky,2XL,XX Large,0,POLOSHIRT,113,113,,5055682004759,0,180
106SK3XL,UC106 - Sky - 3XL - 220GSM Ladies Poloshirt,UC106,SK,Sky,3XL,XXXL Large,0,POLOSHIRT,0,0,14/01/2022,5055682004766,0,140
106SK4XL,UC106 - Sky - 4XL - 220GSM Ladies Poloshirt,UC106,SK,Sky,4XL,XXXXL Large,0,POLOSHIRT,107,107,,5055682004773,0,60
106SKLR,UC106 - Sky - Large - 220GSM Ladies Poloshirt,UC106,SK,Sky,L,Large,0,POLOSHIRT,447,447,,5055682004735,0,360
106SKMD,UC106 - Sky - Med - 220GSM Ladies Poloshirt,UC106,SK,Sky,M,Medium,0,POLOSHIRT,754,754,,5055682004728,0,60
106SKSM,UC106 - Sky - Small - 220GSM Ladies Poloshirt,UC106,SK,Sky,S,Small,0,POLOSHIRT,243,243,,5055682004711,0,480
106SKXL,UC106 - Sky - XL - 220GSM Ladies Poloshirt,UC106,SK,Sky,XL,X Large,0,POLOSHIRT,60,60,,5055682004742,0,480
106SKXS,UC106 - Sky - XS - 220GSM Ladies Poloshirt,UC106,SK,Sky,XS,Xtra Small,0,POLOSHIRT,164,164,,5055682004704,,
106WH2XL,UC106 - White - XXL - 220GSM Ladies Poloshirt,UC106,WH,White,2XL,XX Large,0,POLOSHIRT,0,0,10/01/2022,5055682004834,0,230
106WH3XL,UC106 - White - 3XL - 220GSM Ladies Poloshirt,UC106,WH,White,3XL,XXXL Large,0,POLOSHIRT,153,153,,5055682004841,,
106WH4XL,UC106 - White - 4XL - 220GSM Ladies Poloshirt,UC106,WH,White,4XL,XXXXL Large,0,POLOSHIRT,65,65,,5055682004858,,
106WHLR,UC106 - White - Large - 220GSM Ladies Poloshirt,UC106,WH,White,L,Large,0,POLOSHIRT,294,294,,5055682004810,0,180
106WHMD,UC106 - White - Med - 220GSM Ladies Poloshirt,UC106,WH,White,M,Medium,0,POLOSHIRT,0,0,10/01/2022,5055682004803,0,590
106WHSM,UC106 - White - Small - 220GSM Ladies Poloshirt,UC106,WH,White,S,Small,0,POLOSHIRT,194,194,,5055682004797,0,300
106WHXL,UC106 - White - XL - 220GSM Ladies Poloshirt,UC106,WH,White,XL,X Large,0,POLOSHIRT,420,420,,5055682004827,0,60
106WHXS,UC106 - White - XS - 220GSM Ladies Poloshirt,UC106,WH,White,XS,Xtra Small,0,POLOSHIRT,0,0,10/01/2022,5055682004780,0,290
106YW2XL,UC106 - Yellow - XXL - 220GSM Ladies Poloshirt,UC106,YW,Yellow,2XL,XX Large,0,POLOSHIRT,738,738,,5055682004919,,
106YW3XL,UC106 - Yellow - 3XL - 220GSM Ladies Poloshirt,UC106,YW,Yellow,3XL,XXXL Large,0,POLOSHIRT,183,183,,5055682004926,,
106YW4XL,UC106 - Yellow - 4XL - 220GSM Ladies Poloshirt,UC106,YW,Yellow,4XL,XXXXL Large,0,POLOSHIRT,353,353,,5055682004933,,
106YWLR,UC106 - Yellow - Large - 220GSM Ladies Poloshirt,UC106,YW,Yellow,L,Large,0,POLOSHIRT,0,0,11/01/2022,5055682004896,0,280
106YWMD,UC106 - Yellow - Med - 220GSM Ladies Poloshirt,UC106,YW,Yellow,M,Medium,0,POLOSHIRT,0,0,11/01/2022,5055682004889,0,230
106YWSM,UC106 - Yellow - Small - 220GSM Ladies Poloshirt,UC106,YW,Yellow,S,Small,0,POLOSHIRT,25,25,,5055682004872,,
106YWXL,UC106 - Yellow - XL - 220GSM Ladies Poloshirt,UC106,YW,Yellow,XL,X Large,0,POLOSHIRT,0,0,11/01/2022,5055682004902,0,230
106YWXS,UC106 - Yellow - XS - 220GSM Ladies Poloshirt,UC106,YW,Yellow,XS,Xtra Small,0,POLOSHIRT,787,787,,5055682004865,,
107NY2XL,UC107 - Navy - XXL - 250GSM Contrast Poloshirt,UC107,NY,Navy,2XL,XX Large,0,POLOSHIRT,94,94,,5055682004995,,
107NY3XL,UC107 - Navy - 3XL - 250GSM Contrast Poloshirt,UC107,NY,Navy,3XL,XXXL Large,0,POLOSHIRT,135,135,,5055682005008,,
107NYLR,UC107 - Navy - Large - 250GSM Contrast Poloshirt,UC107,NY,Navy,L,Large,0,POLOSHIRT,0,0,19/01/2022,5055682004971,0,310
107NYMD,UC107 - Navy - Med - 250GSM Contrast Poloshirt,UC107,NY,Navy,M,Medium,0,POLOSHIRT,90,90,,5055682004964,0,100
107NYSM,UC107 - Navy - Small - 250GSM Contrast Poloshirt,UC107,NY,Navy,S,Small,0,POLOSHIRT,17,17,,5055682004957,,
107NYXL,UC107 - Navy - XL - 250GSM Contrast Poloshirt,UC107,NY,Navy,XL,X Large,0,POLOSHIRT,103,103,,5055682004988,0,200
107RD2XL,UC107 - Red - XXL - 250GSM Contrast Poloshirt,UC107,RD,Red,2XL,XX Large,0,POLOSHIRT,212,212,,5055682005060,,
107RD3XL,UC107 - Red - 3XL - 250GSM Contrast Poloshirt,UC107,RD,Red,3XL,XXXL Large,0,POLOSHIRT,324,324,,5055682005077,,
107RDLR,UC107 - Red - Large - 250GSM Contrast Poloshirt,UC107,RD,Red,L,Large,0,POLOSHIRT,135,135,,5055682005046,,
107RDMD,UC107 - Red - Med - 250GSM Contrast Poloshirt,UC107,RD,Red,M,Medium,0,POLOSHIRT,165,165,,5055682005039,,
107RDSM,UC107 - Red - Small - 250GSM Contrast Poloshirt,UC107,RD,Red,S,Small,0,POLOSHIRT,181,181,,5055682005022,,
107RDXL,UC107 - Red - XL - 250GSM Contrast Poloshirt,UC107,RD,Red,XL,X Large,0,POLOSHIRT,275,275,,5055682005053,,
107WH2XL,UC107 - White - XXL - 250GSM Contrast Poloshirt,UC107,WH,White,2XL,XX Large,0,POLOSHIRT,191,191,,5055682005138,,
107WH3XL,UC107 - White - 3XL - 250GSM Contrast Poloshirt,UC107,WH,White,3XL,XXXL Large,0,POLOSHIRT,414,414,,5055682005145,,
107WHLR,UC107 - White - Large - 250GSM Contrast Poloshirt,UC107,WH,White,L,Large,0,POLOSHIRT,92,92,,5055682005114,,
107WHMD,UC107 - White - Med - 250GSM Contrast Poloshirt,UC107,WH,White,M,Medium,0,POLOSHIRT,207,207,,5055682005107,,
107WHSM,UC107 - White - Small - 250GSM Contrast Poloshirt,UC107,WH,White,S,Small,0,POLOSHIRT,334,334,,5055682005091,,
107WHXL,UC107 - White - XL - 250GSM Contrast Poloshirt,UC107,WH,White,XL,X Large,0,POLOSHIRT,113,113,,5055682005121,,
108BG2XL,UC108 - Bottle Green - 2XL - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,2XL,XX Large,0,POLOSHIRT,0,0,10/01/2022,5055682049521,0,210
108BG3XL,UC108 - Bottle Green - 3XL - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,3XL,XXXL Large,0,POLOSHIRT,328,328,,5055682049538,,
108BG4XL,UC108 - Bottle Green - 4XL - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,4XL,XXXXL Large,0,POLOSHIRT,242,242,,5055682049545,,
108BG5XL,UC108 - Bottle Green - 5XL - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,5XL,5XL,0,POLOSHIRT,99,99,,5055682049552,,
108BGLR,UC108 - Bottle Green - L - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,L,Large,0,POLOSHIRT,0,0,10/01/2022,5055682049569,0,450
108BGMD,UC108 - Bottle Green - M - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,M,Medium,0,POLOSHIRT,209,209,,5055682049576,0,480
108BGSM,UC108 - Bottle Green - S - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,S,Small,0,POLOSHIRT,306,306,,5055682049583,0,180
108BGXL,UC108 - Bottle Green - XL - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,XL,X Large,0,POLOSHIRT,0,0,10/01/2022,5055682049590,0,570
108BGXS,UC108 - Bottle Green - XS - 220GSM DELUXE POLOSHIRT,UC108,BG,Bottle Green,XS,Xtra Small,0,POLOSHIRT,70,70,,5055682049606,,
108BK2XL,UC108 - Black - 2XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,2XL,XX Large,0,POLOSHIRT,0,0,04/01/2022,5055682049613,0,1950
108BK3XL,UC108 - Black - 3XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,3XL,XXXL Large,0,POLOSHIRT,0,0,29/12/2021,5055682049620,230,530
108BK4XL,UC108 - Black - 4XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,4XL,XXXXL Large,0,POLOSHIRT,33,33,,5055682049637,60,360
108BK5XL,UC108 - Black - 5XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,5XL,5XL,0,POLOSHIRT,0,0,04/01/2022,5055682049644,0,220
108BK6XL,UC108 - Black - 6XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,6XL,6XL,0,POLOSHIRT,145,145,,5055682049651,0,60
108BK7XL,UC108 - Black - 7XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,7XL,7XL,0,POLOSHIRT,23,23,,5055682049668,0,120
108BK8XL,UC108 - Black - 8XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,8XL,8XL,0,POLOSHIRT,151,151,,5055682049675,,
108BKLR,UC108 - Black - L - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,L,Large,0,POLOSHIRT,1000,1000,,5055682049682,0,1980
108BKMD,UC108 - Black - M - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,M,Medium,0,POLOSHIRT,1000,1000,,5055682049699,0,3120
108BKSM,UC108 - Black - S - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,S,Small,0,POLOSHIRT,0,0,04/01/2022,5055682049705,0,2650
108BKXL,UC108 - Black - XL - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,XL,X Large,0,POLOSHIRT,711,711,,5055682049712,780,4800
108BKXS,UC108 - Black - XS - 220GSM DELUXE POLOSHIRT,UC108,BK,Black,XS,Xtra Small,0,POLOSHIRT,73,73,,5055682049729,0,540
108CH2XL,UC108 - Charcoal - 2XL - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,2XL,XX Large,0,POLOSHIRT,222,222,,5055682049736,0,600
108CH3XL,UC108 - Charcoal - 3XL - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,3XL,XXXL Large,0,POLOSHIRT,0,0,10/01/2022,5055682049743,0,110
108CH4XL,UC108 - Charcoal - 4XL - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,4XL,XXXXL Large,0,POLOSHIRT,484,484,,5055682049750,,
108CH5XL,UC108 - Charcoal - 5XL -220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,5XL,5XL,0,POLOSHIRT,132,132,,5055682049767,,
108CHLR,UC108 - Charcoal - L - 220GSM DELUXE POLOSHIRTSM DELUXE POLOSHIRT,UC108,CH,Charcoal,L,Large,0,POLOSHIRT,359,359,,5055682049774,0,1860
108CHMD,UC108 - Charcoal - MD - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,M,Medium,0,POLOSHIRT,518,518,,5055682049781,0,1620
108CHSM,UC108 - Charcoal - Small - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,S,Small,0,POLOSHIRT,191,191,,5055682049798,0,420
108CHXL,UC108 - Charcoal - XL - 220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,XL,X Large,0,POLOSHIRT,197,197,,5055682049804,0,1080
108CHXS,UC108 - Charcoal - XS -220GSM DELUXE POLOSHIRT,UC108,CH,Charcoal,XS,Xtra Small,0,POLOSHIRT,245,245,,5055682049811,,
108FN2XL,UC108 - French Navy - 2XL - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,2XL,XX Large,0,POLOSHIRT,405,405,,5055682049828,0,60
108FN3XL,UC108 - French Navy - 3XL - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,3XL,XXXL Large,0,POLOSHIRT,250,250,,5055682049835,0,120
108FN4XL,UC108 - French Navy - 4XL - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,4XL,XXXXL Large,0,POLOSHIRT,68,68,,5055682049842,0,60
108FN5XL,UC108 - French Navy - 5XL - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,5XL,5XL,0,POLOSHIRT,335,335,,5055682049859,,
108FNLR,UC108 - French Navy - L - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,L,Large,0,POLOSHIRT,734,734,,5055682049866,0,60
108FNMD,UC108 - French Navy - M - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,M,Medium,0,POLOSHIRT,849,849,,5055682049873,0,120
108FNSM,UC108 - French Navy - S - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,S,Small,0,POLOSHIRT,269,269,,5055682049880,0,60
108FNXL,UC108 - French Navy - XL - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,XL,X Large,0,POLOSHIRT,637,637,,5055682049897,0,60
108FNXS,UC108 - French Navy - XS - 220GSM DELUXE POLOSHIRT,UC108,FN,French Navy,XS,Xtra Small,0,POLOSHIRT,644,644,,5055682049903,,
108HG2XL,UC108 - Heather Grey - 2XL - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,2XL,XX Large,0,POLOSHIRT,105,105,,5055682049910,0,120
108HG3XL,UC108 - Heather Grey - 3XL - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,3XL,XXXL Large,0,POLOSHIRT,0,0,28/01/2022,5055682049927,,
108HG4XL,UC108 - Heather Grey - 4XL - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,4XL,XXXXL Large,0,POLOSHIRT,25,25,,5055682049934,0,240
108HG5XL,UC108 - Heather Grey - 5XL - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,5XL,5XL,0,POLOSHIRT,296,296,,5055682049941,,
108HGLR,UC108 - Heather Grey - L - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,L,Large,0,POLOSHIRT,104,104,,5055682049958,,
108HGMD,UC108 - Heather Grey - M - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,M,Medium,0,POLOSHIRT,88,88,,5055682049965,,
108HGSM,UC108 - Heather Grey - S - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,S,Small,0,POLOSHIRT,0,0,19/01/2022,5055682049972,0,130
108HGXL,UC108 - Heather Grey - XL - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,XL,X Large,0,POLOSHIRT,53,53,,5055682049989,0,360
108HGXS,UC108 - Heather Grey - XS - 220GSM DELUXE POLOSHIRT,UC108,HG,Heather Grey,XS,Xtra Small,0,POLOSHIRT,1000,1000,,5055682049996,,
108MR2XL,UC108 - Maroon - 2XL - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,2XL,XX Large,0,POLOSHIRT,378,378,,5055682050008,0,60
108MR3XL,UC108 - Maroon - 3XL - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,3XL,XXXL Large,0,POLOSHIRT,136,136,,5055682050015,0,60
108MR4XL,UC108 - Maroon - 4XL - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,4XL,XXXXL Large,0,POLOSHIRT,37,37,,5055682050022,0,60
108MR5XL,UC108 - Maroon - 5XL - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,5XL,5XL,0,POLOSHIRT,228,228,,5055682050039,,
108MRLR,UC108 - Maroon - L - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,L,Large,0,POLOSHIRT,47,47,,5055682050046,0,120
108MRMD,UC108 - Maroon - M - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,M,Medium,0,POLOSHIRT,0,0,07/01/2022,5055682050053,0,100
108MRSM,UC108 - Maroon - S - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,S,Small,0,POLOSHIRT,71,71,,5055682050060,,
108MRXL,UC108 - Maroon - XL - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,XL,X Large,0,POLOSHIRT,0,0,07/01/2022,5055682050077,0,380
108MRXS,UC108 - Maroon - XS - 220GSM DELUXE POLOSHIRT,UC108,MR,Maroon,XS,Xtra Small,0,POLOSHIRT,204,204,,5055682050084,,
108NY2XL,UC108 - Navy - 2XL - 220GSM Deluxe Poloshirt,UC108,NY,Navy,2XL,XX Large,0,POLOSHIRT,123,123,,5055682005190,0,2100
108NY3XL,UC108 - Navy- 3XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,3XL,XXXL Large,0,POLOSHIRT,175,175,,5055682050091,0,840
108NY4XL,UC108 - Navy- 4XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,4XL,XXXXL Large,0,POLOSHIRT,0,0,04/01/2022,5055682050107,0,460
108NY5XL,UC108 - Navy- 5XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,5XL,5XL,0,POLOSHIRT,86,86,,5055682050114,0,60
108NY6XL,UC108 - Navy- 6XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,6XL,6XL,0,POLOSHIRT,35,35,,5055682050121,0,60
108NY7XL,UC108 - Navy- 7XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,7XL,7XL,0,POLOSHIRT,135,135,,5055682050138,,
108NY8XL,UC108 - Navy- 8XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,8XL,8XL,0,POLOSHIRT,195,195,,5055682050145,,
108NYLR,UC108 - Navy- L-220GSM Deluxe Poloshirt,UC108,NY,Navy,L,Large,0,POLOSHIRT,1000,1000,,5055682005176,0,10380
108NYMD,UC108 - Navy- MD-220GSM Deluxe Poloshirt,UC108,NY,Navy,M,Medium,0,POLOSHIRT,806,806,,5055682005169,0,7740
108NYSM,UC108 - Navy- Small-220GSM Deluxe Poloshirt,UC108,NY,Navy,S,Small,0,POLOSHIRT,287,287,,5055682005152,0,1980
108NYXL,UC108 - Navy- XL-220GSM Deluxe Poloshirt,UC108,NY,Navy,XL,X Large,0,POLOSHIRT,546,546,,5055682005183,0,6000
108NYXS,UC108 - Navy- XS-220GSM Deluxe Poloshirt,UC108,NY,Navy,XS,Xtra Small,0,POLOSHIRT,0,0,04/01/2022,5055682050152,0,440
108OR2XL,UC108 - Orange - 2XL - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,2XL,XX Large,0,POLOSHIRT,122,122,,5055682050169,,
108OR3XL,UC108 - Orange - 3XL - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,3XL,XXXL Large,0,POLOSHIRT,464,464,,5055682050176,,
108OR4XL,UC108 - Orange - 4XL - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,4XL,XXXXL Large,0,POLOSHIRT,749,749,,5055682050183,,
108OR5XL,UC108 - Orange - 5XL - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,5XL,5XL,0,POLOSHIRT,359,359,,5055682050190,,
108ORLR,UC108 - Orange - L - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,L,Large,0,POLOSHIRT,0,0,28/01/2022,5055682050206,,
108ORMD,UC108 - Orange - M - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,M,Medium,0,POLOSHIRT,185,185,,5055682050213,,
108ORSM,UC108 - Orange - S - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,S,Small,0,POLOSHIRT,481,481,,5055682050220,,
108ORXL,UC108 - Orange - XL - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,XL,X Large,0,POLOSHIRT,316,316,,5055682050237,,
108ORXS,UC108 - Orange - XS - 220GSM DELUXE POLOSHIRT,UC108,OR,Orange,XS,Xtra Small,0,POLOSHIRT,714,714,,5055682050244,,
108PR2XL,UC108 - Purple - 2XL - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,2XL,XX Large,0,POLOSHIRT,114,114,,5055682050251,,
108PR3XL,UC108 - Purple - 3XL - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,3XL,XXXL Large,0,POLOSHIRT,186,186,,5055682050268,,
108PR4XL,UC108 - Purple - 4XL - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,4XL,XXXXL Large,0,POLOSHIRT,522,522,,5055682050275,,
108PR5XL,UC108 - Purple - 5XL - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,5XL,5XL,0,POLOSHIRT,224,224,,5055682050282,,
108PRLR,UC108 - Purple - L - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,L,Large,0,POLOSHIRT,0,0,14/01/2022,5055682050299,0,280
108PRMD,UC108 - Purple - M - 220GSM DELUXE POLOSHIRT,UC108,PR,Purple,M,Medium,0,POLOSHIRT,0,0,14/01/2022,5055682050305,0,380
